,0,1
550,1.0,1589679552.914588
551,3.43,1589679581.05887
552,1.03,1589679595.111808
553,4.18,1589679630.2502148
554,6.09,1589679665.384437
555,1.39,1589679686.464622
556,11.39,1589679735.650183
557,1.19,1589679749.707765
558,44.02,1589679819.966279
559,8.48,1589679869.1625469
560,1.01,1589679876.186581
561,1.36,1589679890.239371
562,1.99,1589679911.311044
563,1.86,1589679932.389407
564,1.67,1589679953.4824471
565,1.57,1589679974.560228
566,8.09,1589680016.7144709
567,1.98,1589680037.7913861
568,2.45,1589680065.937972
569,1.12,1589680072.96948
570,1.17,1589680087.019354
571,28.82,1589680157.302259
572,1.8,1589680178.374735
573,1.01,1589680185.401537
574,6.52,1589680227.571369
575,2.53,1589680255.684525
576,1.3,1589680269.737004
577,5.98,1589680304.873626
578,1.76,1589680325.943357
579,22.87,1589680389.1962008
580,1.2,1589680403.286161
581,4.68,1589680438.4189792
582,1.17,1589680452.476971
583,1.12,1589680466.526249
584,7.52,1589680508.690335
585,3.15,1589680536.7873821
586,1.61,1589680557.8748028
587,40.84,1589680628.1416378
588,1.77,1589680649.2191858
589,3.62,1589680677.327148
590,5.53,1589680719.5225978
591,9.63,1589680768.7085812
592,1.76,1589680782.756385
593,2.04,1589680810.863403
594,3.46,1589680838.967117
595,1.27,1589680853.0289779
596,1.45,1589680867.088874
597,2.67,1589680895.1945899
598,1.18,1589680909.252691
599,4.82,1589680944.384023
600,1.08,1589680958.432731
601,1.58,1589680979.508846
602,1.29,1589680993.5846531
603,1.13,1589681000.612531
604,1.18,1589681014.6722949
605,287.45,1589681120.0562592
606,1.33,1589681134.111088
607,1.39,1589681155.186204
608,1.6,1589681169.235911
609,6.95,1589681211.407614
610,23.63,1589681274.654328
611,1.05,1589681288.7091389
612,1.04,1589681295.7411861
613,1.31,1589681309.797172
614,3.22,1589681344.9323452
615,1.14,1589681351.9617221
616,1.79,1589681373.0369222
617,7.67,1589681422.208658
618,1.14,1589681429.231371
619,2.25,1589681457.3437388
620,1.19,1589681471.399002
621,16.74,1589681527.608216
622,1.7,1589681541.6590898
623,1.28,1589681562.7468889
624,1.33,1589681576.8004632
625,1.41,1589681590.8582342
626,1.48,1589681604.9121
627,1.28,1589681618.964828
628,1.42,1589681640.0471208
629,1.72,1589681661.1283112
630,2.78,1589681682.2178051
631,1.15,1589681696.277856
632,2.33,1589681724.38592
633,1.05,1589681731.414577
634,1.14,1589681745.475321
635,1.66,1589681766.561692
636,4.28,1589681801.690339
637,2.24,1589681822.775127
638,1.39,1589681836.828512
639,1.23,1589681850.8885682
640,3.31,1589681879.004151
641,1.18,1589681893.058867
642,1.49,1589681914.149057
643,2.94,1589681942.264098
644,1.06,1589681949.287194
645,1.67,1589681970.375079
646,12.32,1589682019.5633101
647,2.06,1589682047.677957
648,1.0,1589682054.709322
649,2.59,1589682083.208241
650,1.41,1589682097.263467
651,1.04,1589682111.3203042
652,1.0,1589682118.3491788
653,6.39,1589682160.5098932
654,1.53,1589682174.557662
655,2.82,1589682202.6579452
656,2.42,1589682230.774292
657,1.02,1589682237.8003142
658,1.1,1589682251.856927
659,7.37,1589682294.0205598
660,1.71,1589682315.103322
661,1.05,1589682329.1533802
662,2.47,1589682350.2367811
663,3.15,1589682378.3431308
664,1.11,1589682392.4026399
665,4.16,1589682427.529994
666,1.62,1589682441.582597
667,3.99,1589682476.713909
668,3.44,1589682511.853567
669,1.18,1589682518.8773818
670,5.5,1589682561.04777
671,1.03,1589682568.07723
672,1.37,1589682589.151649
673,1.8,1589682610.234533
674,1.3,1589682624.2826371
675,1.1,1589682631.310965
676,1.1,1589682638.35786
677,1.1,1589682645.387696
678,1.1,1589682652.410681
679,1.1,1589682659.434367
680,1.1,1589682666.459141
681,1.1,1589682673.4880042
682,1.1,1589682680.518278
683,9.03,1589682694.5578828
684,1.28,1589682708.613718
685,2.92,1589682736.709686
686,1.66,1589682750.757282
687,1.3,1589682771.840157
688,1.17,1589682778.864521
689,26.68,1589682849.1363032
690,1.43,1589682863.18986
691,4.86,1589682898.321623
692,1.81,1589682919.4092631
693,10.0,1589682968.600896
694,1.11,1589682982.655616
695,1.79,1589683003.7357
696,4.28,1589683031.8339741
697,5.33,1589683074.001963
698,1.78,1589683095.0898318
699,35.29,1589683165.4006689
700,1.07,1589683172.423191
701,6.85,1589683214.590579
702,1.96,1589683235.667361
703,1.45,1589683256.7467132
704,4.19,1589683291.875457
705,1.43,1589683305.938452
706,1.0,1589683312.9642
707,1.49,1589683334.0577788
708,1.09,1589683341.086026
709,2.04,1589683369.199265
710,1.41,1589683383.258035
711,4.24,1589683418.4023108
712,5.33,1589683453.538988
713,1.82,1589683474.617436
714,2.51,1589683502.721801
715,1.31,1589683516.769928
716,1.74,1589683537.851756
717,1.0,1589683544.875079
718,1.0,1589683544.8963149
719,1.0,1589683551.923119
720,1.0,1589683558.9515882
721,1.57,1589683572.98512
722,1.39,1589683587.034204
723,698.9,1589683706.480646
724,1.43,1589683727.5576682
725,1.52,1589683741.6118798
726,1.26,1589683756.736091
727,1.86,1589683777.824644
728,9.5,1589683827.0171158
729,69.4,1589683904.321829
730,1.0,1589683918.3810592
731,1.0,1589683918.4073422
732,1.0,1589683925.435431
733,1.0,1589683932.46556
734,2.27,1589683946.497563
735,1.29,1589683967.5783691
736,1.97,1589683988.987932
737,1.6,1589684003.041173
738,2.33,1589684031.149267
739,6.84,1589684073.318781
740,1.36,1589684087.372471
741,1.17,1589684101.4321039
742,3.69,1589684129.541709
743,6.64,1589684171.696844
744,10.94,1589684221.384607
745,5.44,1589684263.5385861
746,1.0,1589684270.568513
747,2.07,1589684291.661216
748,1.38,1589684312.7282188
749,1.35,1589684326.786901
750,1.92,1589684347.859154
751,1.48,1589684361.917959
752,4.47,1589684397.0530372
753,5.12,1589684433.417401
754,1.83,1589684454.495031
755,4.2,1589684489.6296399
756,26.27,1589684552.85045
757,3.6,1589684587.9839308
758,2.31,1589684609.062331
759,2.99,1589684637.160702
760,51.93,1589684714.820759
761,1.34,1589684728.872326
762,1.08,1589684742.9282281
763,1.22,1589684756.985984
764,2.75,1589684785.0922759
765,1.15,1589684799.147267
766,1.23,1589684806.175101
767,1.41,1589684827.253349
768,1.62,1589684841.306609
769,1.2,1589684855.3651688
770,1.99,1589684877.36046
771,38.53,1589684947.622059
772,33.98,1589685017.8882308
773,2.64,1589685045.985697
774,5.44,1589685081.11787
775,1.22,1589685095.169413
776,1.46,1589685116.2540202
777,9.68,1589685165.456689
778,2.1,1589685186.540318
779,2.79,1589685214.64654
780,2.84,1589685242.761527
781,1.78,1589685256.824944
782,1.7,1589685277.909357
783,2.8,1589685306.005516
784,1.9,1589685327.0795982
785,2.85,1589685355.162134
786,1.21,1589685369.204685
787,2.98,1589685397.296198
788,1.18,1589685411.331446
789,1.16,1589685425.367445
790,2.01,1589685446.43185
791,1.19,1589685460.474072
792,1.69,1589685474.506651
793,15.12,1589685530.6602619
794,1.22,1589685544.695198
795,1.32,1589685558.735808
796,8.41,1589685607.8798652
797,4.11,1589685642.9775722
798,1.0,1589685649.99522
799,1.29,1589685664.035587
800,1.32,1589685678.068532
801,1.02,1589685692.107739
802,1.28,1589685706.145618
803,5.72,1589685748.262862
804,1.23,1589685762.308619
805,5.35,1589685797.407135
806,18.86,1589685853.576162
807,1.02,1589685867.610038
808,1.82,1589685888.669985
809,19.55,1589685944.8379378
810,1.18,1589685958.872864
811,5.75,1589686001.003648
812,3.36,1589686029.081105
813,1.08,1589686043.114389
814,2.04,1589686064.173085
815,3.71,1589686099.2655418
816,4.19,1589686127.387136
817,1.05,1589686141.424803
818,1.21,1589686155.462713
819,2.15,1589686176.521842
820,1.6,1589686197.5802681
821,1.39,1589686211.620276
822,2.42,1589686239.699219
823,37.88,1589686309.905629
824,18.28,1589686366.099398
825,4.77,1589686401.2182112
826,1.38,1589686415.268019
827,1.1,1589686429.307082
828,10.21,1589686478.433833
829,1.9,1589686499.4898171
830,1.0,1589686513.527252
831,1.35,1589686527.5646982
832,1.4,1589686541.602187
833,5.72,1589686583.732938
834,1.25,1589686597.7710972
835,1.18,1589686604.7884002
836,4.2,1589686639.9021308
837,3.61,1589686675.0004969
838,1.21,1589686689.038273
839,15.43,1589686745.204431
840,1.44,1589686759.2439191
841,1.88,1589686780.30627
842,1.5,1589686794.349468
843,3.09,1589686829.447398
844,1.05,1589686836.4683661
845,2.54,1589686864.546397
846,1.71,1589686885.60465
847,1.0,1589686892.6257322
848,4.21,1589686927.7248268
849,8.51,1589686969.842011
850,2.55,1589686997.915755
851,1.51,1589687019.006868
852,1.0,1589687026.025772
853,1.18,1589687040.068749
854,2.58,1589687068.1406898
855,1.03,1589687075.1604018
856,3.33,1589687103.237302
857,1.1,1589687117.277299
858,1.17,1589687131.3129401
859,4.8,1589687166.447959
860,4.63,1589687201.5844321
861,3.54,1589687236.6833549
862,1.21,1589687250.725291
863,3.22,1589687278.831281
864,1.18,1589687292.868722
865,1.14,1589687299.8869781
866,1.0,1589687313.924052
867,2.14,1589687334.985093
868,1.05,1589687349.018634
869,20.14,1589687405.168422
870,1.48,1589687426.2203689
871,1.96,1589687447.282037
872,1.19,1589687461.3249621
873,3.22,1589687489.4033751
874,3.36,1589687517.486618
875,1.61,1589687538.55537
876,4.27,1589687573.6521611
877,1.36,1589687587.691246
878,1.89,1589687608.744433
879,15.98,1589687664.904059
880,4.53,1589687700.0078552
881,2.17,1589687721.066449
882,1.16,1589687735.1155279
883,1.2,1589687749.163591
884,1.28,1589687763.2136362
885,2.8,1589687791.312203
886,19.88,1589687854.531822
887,1.01,1589687861.555119
888,2.34,1589687882.6304882
889,1.15,1589687896.675655
890,3.38,1589687931.796184
891,2.86,1589687959.891278
892,5.35,1589687995.009238
893,1.24,1589688009.05604
894,25.34,1589688072.2818282
895,3.76,1589688107.41425
896,7.24,1589688149.583008
897,1.23,1589688163.644581
898,1.14,1589688177.696828
899,5.42,1589688212.829098
900,1.06,1589688226.8787572
901,1.99,1589688247.9595468
902,1.01,1589688254.9846451
903,19.21,1589688318.232415
904,2.11,1589688339.310103
905,3.16,1589688367.422411
906,1.94,1589688388.501497
907,2.69,1589688416.596809
908,2.14,1589688437.645272
909,1.03,1589688451.6786182
910,2.84,1589688479.753355
911,3.9,1589688507.830121
912,1.16,1589688521.869442
913,2.22,1589688549.938428
914,1.32,1589688563.978233
915,8.73,1589688606.092117
916,1.93,1589688627.147052
917,3.15,1589688662.237908
918,1.0,1589688669.2568262
919,2.73,1589688697.3335261
920,37.41,1589688767.541226
921,1.32,1589688781.581352
922,1.4,1589688795.6274838
923,1.6,1589688816.703493
924,6.61,1589688858.831336
925,2.95,1589688886.92116
926,1.25,1589688900.9630148
927,5.24,1589688936.078811
928,9.33,1589688985.200604
929,7.54,1589689027.320309
930,1.21,1589689041.35868
931,29.0,1589689111.55505
932,1.22,1589689125.597664
933,2.2,1589689146.6723251
934,2.64,1589689174.756803
935,1.45,1589689188.799923
936,2.14,1589689209.861929
937,3.12,1589689237.954441
938,2.96,1589689273.068216
939,4.28,1589689301.166486
940,4.15,1589689336.260573
941,2.78,1589689364.409984
942,1.09,1589689378.44929
943,1.47,1589689392.489842
944,1.91,1589689413.540459
945,2.9,1589689441.6164339
946,1.41,1589689462.693572
947,17.28,1589689518.856979
948,14.74,1589689575.029374
949,1.05,1589689582.0489311
950,2.3,1589689610.134534
951,1.24,1589689624.1822422
952,7.78,1589689666.30147
953,1.16,1589689680.339772
954,1.88,1589689701.398925
955,2.84,1589689729.4749372
956,1.53,1589689743.515491
957,2.87,1589689771.598594
958,1.39,1589689785.643733
959,1.07,1589689799.687595
960,2.38,1589689820.749446
961,2.15,1589689848.833306
962,1.45,1589689862.8719192
963,1.01,1589689876.90934
964,3.17,1589689904.983973
965,2.58,1589689933.056161
966,6.58,1589689975.169732
967,3.62,1589690003.247351
968,3.29,1589690031.320501
969,1.06,1589690045.3581629
970,1.0,1589690052.3801441
971,1.04,1589690066.415182
972,1.48,1589690080.452689
973,12.31,1589690136.6327639
974,1.02,1589690143.657438
975,1.87,1589690164.712909
976,1.43,1589690185.789571
