,0,1
977,4.1,1589690213.8803809
978,1172.53,1589690347.354767
979,1.56,1589690361.404651
980,1.55,1589690382.475082
981,6.06,1589690417.59839
982,1.98,1589690445.6909618
983,1.43,1589690459.740416
984,29.1,1589690522.959021
985,2.93,1589690551.066657
986,1.26,1589690565.1168158
987,1.01,1589690579.167007
988,1.92,1589690600.234195
989,41.63,1589690670.456127
990,1.33,1589690684.5033228
991,2.12,1589690712.592837
992,1.1,1589690719.625986
993,3.89,1589690754.742996
994,1.37,1589690768.8315048
995,1.12,1589690782.87995
996,55.12,1589690860.124971
997,3.33,1589690888.2055528
998,1.62,1589690909.276067
999,1.06,1589690916.296441
1000,2.43,1589690944.371999
1001,6.99,1589690986.48794
1002,2.07,1589691007.545609
1003,2.04,1589691028.599345
1004,119.04,1589691119.868104
1005,1.53,1589691140.9183738
1006,1.0,1589691147.9356081
1007,9.61,1589691197.0691252
1008,4.03,1589691232.159892
1009,2.03,1589691253.218604
1010,2.65,1589691281.3077052
1011,20.07,1589691337.460026
1012,1.03,1589691351.506179
1013,5.87,1589691386.6069279
1014,1.25,1589691400.6458812
1015,1.87,1589691421.711485
1016,2.31,1589691449.791992
1017,1.13,1589691463.828251
1018,1.09,1589691470.852761
1019,2.32,1589691498.9347541
1020,3.23,1589691527.016681
1021,2.29,1589691548.064588
1022,3.83,1589691583.167528
1023,1.04,1589691597.215002
1024,1.2,1589691604.237654
1025,1.64,1589691625.30049
1026,2.23,1589691653.912979
1027,10.39,1589691696.038581
1028,1.38,1589691717.1010518
1029,1.34,1589691731.1513011
1030,1.58,1589691745.190977
1031,5.3,1589691787.306601
1032,1.73,1589691808.373312
1033,2.09,1589691829.4349592
1034,2.62,1589691857.51969
1035,1.27,1589691871.5589461
1036,1.1,1589691878.580031
1037,1.99,1589691899.641828
1038,3.83,1589691934.737532
1039,1.26,1589691948.786348
1040,23.75,1589692011.968011
1041,29.4,1589692082.1712031
1042,2.19,1589692103.229706
1043,5.93,1589692145.350793
1044,2.45,1589692166.412118
1045,3.62,1589692201.506251
1046,1.68,1589692215.54193
1047,2.05,1589692243.613834
1048,3.72,1589692271.6935859
1049,2.89,1589692299.768524
1050,2.68,1589692327.8366878
1051,24.04,1589692391.044922
1052,1.66,1589692412.1182232
1053,6.14,1589692447.2425458
1054,2.04,1589692468.3149009
1055,1.0,1589692482.3585181
1056,1.49,1589692496.4069161
1057,1.0,1589692510.46096
1058,1.28,1589692524.497133
1059,75.71,1589692608.723677
1060,3.7,1589692636.862581
1061,1.28,1589692650.8988569
1062,1.14,1589692664.94154
1063,1.61,1589692686.011355
1064,1.66,1589692700.0489652
1065,7.12,1589692742.163275
1066,1.29,1589692763.22165
1067,1.26,1589692777.2750862
1068,4.03,1589692805.352493
1069,2.08,1589692833.447647
1070,14.43,1589692882.61692
1071,1.49,1589692903.694108
1072,2.39,1589692924.7711601
1073,1.37,1589692938.8197188
1074,52.36,1589693016.07988
1075,2.07,1589693037.151052
1076,17.36,1589693100.374559
1077,1.66,1589693114.422029
1078,1.53,1589693135.503721
1079,9.66,1589693184.646801
1080,3.37,1589693212.727267
1081,11.03,1589693261.8644521
1082,4.63,1589693296.968749
1083,3.09,1589693332.0712352
1084,1.0,1589693339.094101
1085,1.12,1589693353.135762
1086,2.9,1589693381.212922
1087,2.43,1589693402.268477
1088,9.78,1589693451.40355
1089,1.66,1589693472.468232
1090,3.62,1589693500.548265
1091,1.81,1589693521.600148
1092,1.06,1589693535.641689
1093,1.08,1589693542.6602051
1094,2.96,1589693577.767478
1095,1.41,1589693591.8091571
1096,1.83,1589693612.869153
1097,1.21,1589693626.910378
1098,1.82,1589693647.986028
1099,1.36,1589693662.034343
1100,2.55,1589693683.1148841
1101,2.23,1589693711.203508
1102,1.0,1589693718.231742
1103,1.08,1589693732.274198
1104,1.23,1589693746.318942
1105,1.97,1589693767.396081
1106,5.47,1589693802.510972
1107,5.53,1589693844.660613
1108,8.71,1589693893.8275719
1109,781.19,1589694013.2317078
1110,2.6,1589694034.306593
1111,2.16,1589694062.4026382
1112,2.6,1589694090.5077991
1113,1.36,1589694104.5630112
1114,4.6,1589694139.6903749
1115,1.29,1589694153.7407491
1116,6.23,1589694195.9099789
1117,10.46,1589694245.093815
1118,1.1,1589694252.128341
1119,1.11,1589694266.1937149
1120,1.0,1589694273.223561
1121,7.57,1589694322.408117
1122,1.27,1589694336.45604
1123,56.81,1589694413.7475789
1124,1.52,1589694427.809067
1125,3.4,1589694462.9383218
1126,1.81,1589694484.0050728
1127,1.86,1589694498.065192
1128,1.35,1589694519.151716
1129,2.05,1589694540.227604
1130,1.3,1589694554.2798212
1131,1.12,1589694568.340024
1132,1.47,1589694582.39597
1133,5.93,1589694624.561701
1134,1.32,1589694638.613089
1135,25.24,1589694701.858451
1136,2.11,1589694722.9463072
1137,2.11,1589694737.0176919
1138,2.11,1589694744.0402482
1139,1.09,1589694758.071788
1140,1.0,1589694772.119106
1141,1.25,1589694786.174151
1142,1.65,1589694800.665097
1143,8.37,1589694849.8347259
1144,1.22,1589694863.878241
1145,1.66,1589694877.925823
1146,3.98,1589694913.045299
1147,1.75,1589694934.122893
1148,296.36,1589695039.4950662
1149,35.02,1589695109.7686012
1150,1.97,1589695130.838989
1151,2.94,1589695158.9403572
1152,3.15,1589695187.041307
1153,1.55,1589695201.09241
1154,1.63,1589695222.186069
1155,1.16,1589695236.239558
1156,1.85,1589695257.3213341
1157,1.57,1589695271.370564
1158,1.2,1589695285.4189079
1159,1.69,1589695306.4918861
1160,2.67,1589695334.5877519
1161,1.67,1589695355.6657238
1162,6.32,1589695390.814555
1163,1.99,1589695411.9008179
1164,1.09,1589695425.954695
1165,1.58,1589695447.0412369
1166,1.03,1589695454.065411
1167,1.44,1589695475.150677
1168,31.24,1589695538.394274
1169,10.23,1589695587.9788039
1170,9.36,1589695637.163899
1171,1.22,1589695651.221971
1172,1.13,1589695665.284975
1173,1.04,1589695672.310473
1174,1.42,1589695686.36847
1175,1.07,1589695700.4266539
1176,1.9,1589695721.509011
1177,4.29,1589695756.6520572
1178,1.05,1589695770.7079759
1179,2.91,1589695798.807901
1180,1.17,1589695805.840671
1181,1.93,1589695826.915957
1182,2.12,1589695855.024221
1183,2.14,1589695876.10632
1184,1.41,1589695890.15939
1185,1.97,1589695911.237479
1186,1.33,1589695932.331222
1187,1.12,1589695939.360777
1188,19.64,1589696002.608845
1189,1.21,1589696016.661999
1190,1.24,1589696030.716138
1191,1.06,1589696037.745136
1192,1.0,1589696051.7933419
1193,5.07,1589696086.924864
1194,1.08,1589696100.987655
1195,10.85,1589696150.172618
1196,1.35,1589696164.238681
1197,21.27,1589696227.4858692
1198,1.36,1589696241.53952
1199,4.62,1589696276.675221
1200,1.01,1589696290.734808
1201,2.79,1589696318.840275
1202,1.39,1589696332.894355
1203,1.02,1589696339.9178739
1204,1.14,1589696353.9714482
1205,1.08,1589696368.026043
1206,1.7,1589696382.682537
1207,1.76,1589696403.7654452
1208,1.48,1589696424.8501601
1209,1.43,1589696438.8954911
1210,2.41,1589696459.984436
1211,3.0,1589696495.108858
1212,1.07,1589696502.140287
1213,6.86,1589696544.2836978
1214,1.52,1589696565.3581922
1215,2.25,1589696586.431367
1216,2.28,1589696607.5119271
1217,1.79,1589696628.587459
1218,4.0,1589696663.718385
1219,3.18,1589696691.8204448
1220,1.36,1589696705.8685892
1221,13.65,1589696762.081923
1222,1.4,1589696776.135435
1223,6.33,1589696818.311688
1224,2.47,1589696846.423917
1225,1.22,1589696860.4772658
1226,20.72,1589696916.6993148
1227,1.34,1589696937.775012
1228,3.96,1589696965.881373
1229,1.03,1589696979.9361541
1230,3.96,1589697008.04191
1231,2.01,1589697036.151892
1232,2.48,1589697057.2367628
1233,1.41,1589697078.314616
1234,2.91,1589697106.4158158
1235,3.86,1589697134.5180411
1236,5.91,1589697176.6892958
1237,2.83,1589697204.7821472
1238,1.99,1589697225.862111
1239,1.78,1589697246.9274921
1240,4.79,1589697282.070915
1241,1.54,1589697296.129621
1242,3.21,1589697331.262679
1243,3.35,1589697359.364183
1244,1.9,1589697380.445399
1245,1.3,1589697394.498849
1246,1.08,1589697408.55739
1247,1.31,1589697422.6125178
1248,1.48,1589697436.671365
1249,2.61,1589697464.772846
1250,1.87,1589697485.852242
1251,1.45,1589697499.902263
1252,4.18,1589697535.0384698
1253,5.43,1589697577.210504
1254,2.31,1589697612.341172
1255,1.26,1589697626.399126
1256,1.23,1589697640.45502
1257,1.54,1589697654.511596
1258,8.04,1589697703.702112
1259,14.02,1589697759.899466
1260,1.07,1589697766.9331572
1261,17.58,1589697823.1485188
1262,3.87,1589697858.295582
1263,1.08,1589697872.352299
1264,1.8,1589697893.431764
1265,1.0,1589697900.459248
1266,1.43,1589697914.5203588
1267,2.11,1589697942.626266
1268,2.18,1589697963.7087429
1269,1.91,1589697984.7969348
1270,3.36,1589698012.899211
1271,1.98,1589698033.975714
1272,1.38,1589698055.058051
1273,1.57,1589698069.112546
1274,2.81,1589698097.218962
1275,1.31,1589698111.2688482
1276,1.31,1589698118.3149261
1277,1.31,1589698125.348177
1278,1.31,1589698132.37569
1279,1.31,1589698139.403957
1280,1.31,1589698146.430571
1281,3.37,1589698160.4590878
1282,2.57,1589698181.544806
1283,1.34,1589698195.6018372
1284,2.37,1589698223.705076
1285,2.04,1589698244.7897952
1286,7.02,1589698286.952458
1287,8.89,1589698336.1272058
1288,12.78,1589698385.306593
1289,1.19,1589698399.354368
1290,7.64,1589698441.505772
1291,14.67,1589698497.73313
1292,15.57,1589698553.96744
1293,4.16,1589698589.097625
1294,1.11,1589698603.1475751
1295,72.11,1589698680.449505
1296,1.48,1589698701.527073
1297,5.83,1589698736.6765969
1298,7.95,1589698785.864717
1299,7.42,1589698828.023784
1300,82.61,1589698912.3441138
1301,13.3,1589698961.527138
1302,3.1,1589698996.6642408
1303,1.05,1589699003.688852
1304,1.0,1589699017.736435
1305,2.17,1589699038.814354
1306,3.61,1589699066.910891
1307,1.48,1589699088.0017211
1308,2.26,1589699109.091952
1309,29.29,1589699179.3649201
1310,1.59,1589699193.41679
1311,3.6,1589699228.548678
1312,1.77,1589699249.631092
1313,3.51,1589699277.7429361
1314,10.8,1589699326.936536
1315,3.6,1589699362.0756228
1316,1.91,1589699383.157547
1317,1.65,1589699397.211103
1318,4.97,1589699439.371236
1319,7.19,1589699481.533608
1320,1.2,1589699495.587179
1321,1.31,1589699509.653451
1322,5.43,1589699544.80084
1323,7.94,1589699593.985002
1324,11.13,1589699643.159328
1325,2.47,1589699664.252844
1326,10.1,1589699713.4366531
1327,2.26,1589699741.562175
1328,3.75,1589699769.6667168
1329,1.11,1589699783.729385
1330,2.31,1589699804.826964
1331,18.21,1589699868.061882
1332,11.05,1589699917.246081
1333,5.38,1589699952.429261
1334,2.27,1589699980.530515
1335,4.98,1589700015.651277
1336,1.58,1589700029.7097101
1337,2.02,1589700057.822357
1338,1.9,1589700078.9103339
1339,1.0,1589700085.934538
1340,3.07,1589700114.030973
1341,1.01,1589700128.0914009
1342,1.21,1589700142.141367
1343,1.5,1589700156.1891341
1344,1.06,1589700170.239221
1345,1.28,1589700184.287284
1346,1.28,1589700191.33225
1347,1.04,1589700205.358774
1348,1.79,1589700226.446731
1349,4.06,1589700261.5720031
1350,2.22,1589700283.2692192
1351,2.53,1589700311.381302
1352,2.74,1589700339.476297
1353,1.12,1589700346.5065029
1354,1.96,1589700374.612386
1355,1.02,1589700381.636226
1356,2.33,1589700409.748721
1357,1.35,1589700423.8003662
1358,2.0,1589700444.884495
1359,2.38,1589700465.967446
1360,2.09,1589700494.074924
1361,2.29,1589700515.15118
1362,1.91,1589700536.239999
1363,1.28,1589700550.287714
1364,4.22,1589700585.4333692
1365,1.37,1589700599.488687
1366,1.16,1589700613.5469959
1367,1.0,1589700620.5692391
1368,2.39,1589700648.671173
1369,9.69,1589700697.846473
1370,1.38,1589700711.905395
1371,1.57,1589700725.963148
1372,1.0,1589700740.016648
1373,1.33,1589700754.070427
1374,1.21,1589700768.118911
1375,2.25,1589700789.2063391
1376,8.65,1589700838.4013178
1377,2.05,1589700859.487446
1378,1.25,1589700873.545147
1379,1.21,1589700887.596883
1380,2.19,1589700908.684541
1381,2.62,1589700936.782645
1382,2.08,1589700957.8573508
1383,3.02,1589700985.965947
1384,3.1,1589701014.075447
1385,3.75,1589701049.208299
1386,5.91,1589701091.373329
1387,1.17,1589701105.4212182
1388,1.58,1589701119.4804711
1389,1.51,1589701140.563103
1390,5.33,1589701175.699691
1391,1.43,1589701189.757737
1392,3.14,1589701224.898323
1393,1.16,1589701231.922952
1394,2.51,1589701260.0245068
1395,8.8,1589701309.2141461
1396,1.09,1589701316.246352
1397,1.17,1589701330.3074958
1398,2.69,1589701358.883156
1399,2.71,1589701386.99538
1400,14.48,1589701436.196167
1401,3.69,1589701471.335043
1402,13.83,1589701527.555686
1403,1.82,1589701548.6374881
1404,1.04,1589701555.6688828
1405,1.03,1589701569.727568
1406,3.23,1589701597.828782
1407,4.02,1589701632.959093
1408,3.12,1589701661.071239
1409,11.79,1589701710.2936802
1410,72.12,1589701794.630657
1411,1.9,1589701815.713844
1412,9.01,1589701857.878978
1413,1.7,1589701878.9706712
1414,1.03,1589701893.032037
1415,10.62,1589701942.224517
1416,2.03,1589701963.301142
1417,28.51,1589702026.548183
1418,2.47,1589702054.658737
1419,2.35,1589702075.741648
1420,1.52,1589702096.818083
1421,6.99,1589702138.98699
1422,1.03,1589702146.013494
1423,2.96,1589702174.113301
1424,1.75,1589702195.190187
1425,1.48,1589702216.2696462
1426,1.0,1589702223.337415
1427,1.13,1589702237.3876648
1428,6.5,1589702279.560569
1429,2.35,1589702300.6275158
1430,1.77,1589702321.7041202
1431,10.09,1589702370.8989398
1432,2.09,1589702391.9960792
1433,1.04,1589702406.051491
1434,10.21,1589702455.24052
1435,3.09,1589702483.347082
1436,1.21,1589702497.401087
1437,1.46,1589702511.464312
1438,1.91,1589702532.552791
1439,2.97,1589702560.679898
1440,5.39,1589702602.844641
1441,40.2,1589702673.108038
1442,2.55,1589702694.19326
1443,1.02,1589702708.286967
1444,3.09,1589702736.5361779
1445,1.24,1589702750.589074
1446,1.89,1589702771.665986
1447,1.35,1589702785.7221298
1448,18.72,1589702848.9696698
1449,1.7,1589702863.025601
1450,2.28,1589702891.134893
1451,3.85,1589702919.2407758
1452,1.29,1589702933.292127
1453,1.34,1589702954.368772
1454,2.39,1589702975.449708
1455,1.54,1589702996.534878
1456,9.67,1589703038.693853
1457,1.13,1589703052.7565389
1458,1.84,1589703073.8360288
1459,1.55,1589703094.9161448
1460,19.86,1589703151.6690829
1461,69.14,1589703236.005824
1462,2.55,1589703257.0882618
1463,1.41,1589703278.16433
1464,27.58,1589703341.4035158
1465,4.32,1589703376.5424519
1466,1.09,1589703383.568348
1467,1.09,1589703390.613695
1468,1.09,1589703397.6375968
1469,1.0,1589703411.665405
1470,1.0,1589703411.687992
1471,1.0,1589703418.715256
1472,1.0,1589703425.739481
1473,1.95,1589703439.7715998
1474,1.22,1589703453.817527
1475,1.16,1589703467.876714
1476,3.13,1589703495.985573
1477,1.43,1589703510.037339
1478,1.66,1589703531.110464
1479,1.0,1589703538.134238
1480,1.05,1589703552.187253
1481,6.29,1589703594.385879
1482,3.39,1589703622.4911559
1483,1.22,1589703636.544699
1484,168.24,1589703734.913656
1485,1.03,1589703741.93569
1486,158.67,1589703840.336104
1487,510.54,1589703952.77126
1488,1.0,1589703959.8001
1489,2.41,1589703987.914638
1490,2.47,1589704016.020184
1491,2.32,1589704037.087699
1492,2.92,1589704065.205143
1493,30.97,1589704135.8607411
1494,8.01,1589704178.026293
1495,3.23,1589704206.140827
1496,1.01,1589704220.1909592
1497,1.32,1589704234.2478201
1498,2.72,1589704262.3517172
1499,1.73,1589704276.410859
1500,1.0,1589704290.459811
1501,1.64,1589704304.511837
1502,3.08,1589704339.65096
1503,1.21,1589704346.683122
1504,5.03,1589704388.842892
1505,1.33,1589704402.8957388
1506,4.13,1589704438.0297222
1507,3.95,1589704466.1400142
1508,1.12,1589704480.193134
1509,5.62,1589704522.349486
1510,1.6,1589704538.099848
1511,3.91,1589704573.228259
1512,2.07,1589704594.321225
1513,1.53,1589704608.3782332
1514,3.92,1589704643.510772
1515,5.89,1589704685.672705
1516,2.66,1589704713.775149
1517,2.19,1589704734.84868
1518,3.42,1589704762.9529269
1519,1.11,1589704777.0006568
1520,2.16,1589704798.0864918
1521,1.76,1589704819.1637068
1522,1.56,1589704840.251455
1523,1.28,1589704854.3056269
1524,6.56,1589704889.429146
1525,1.26,1589704910.503416
1526,1.44,1589704924.5598981
1527,1.57,1589704938.615029
1528,1.52,1589704959.705632
1529,1.28,1589704973.7623522
1530,6.37,1589705016.668364
1531,2.99,1589705044.7756019
1532,9.76,1589705093.96267
1533,1.12,1589705100.9890509
1534,8.12,1589705150.1725938
1535,1.0,1589705157.201961
1536,1.22,1589705171.261499
1537,1.0,1589705178.295862
1538,1.23,1589705192.342137
1539,3.99,1589705227.475041
1540,3.88,1589705262.600564
1541,6.38,1589705304.770686
1542,1.07,1589705311.800344
1543,2.87,1589705339.906622
1544,1.07,1589705353.9608479
1545,4.38,1589705389.0998871
1546,3.45,1589705417.217076
1547,2.24,1589705445.314639
1548,1.25,1589705460.002785
1549,2.88,1589705482.013574
1550,2.06,1589705510.118782
1551,2.28,1589705531.203243
1552,35.5,1589705601.4724
1553,3.46,1589705629.5766542
1554,1.35,1589705643.631063
1555,1.01,1589705657.683342
1556,1.23,1589705671.7421389
1557,3.78,1589705706.8791401
1558,37.02,1589705777.1449978
1559,2.62,1589705798.220448
1560,9.08,1589705847.4114828
1561,1.01,1589705854.4418921
1562,1.1,1589705868.499691
1563,1.0,1589705882.554092
1564,4.95,1589705917.713737
1565,7.8,1589705959.882349
1566,1.03,1589705973.9334452
1567,1.78,1589705988.35306
1568,12.75,1589706044.57408
1569,2.09,1589706065.650848
1570,2.73,1589706093.764009
1571,1.9,1589706114.846529
1572,3.52,1589706142.947775
1573,10.21,1589706192.133373
1574,1.66,1589706213.201637
1575,4.75,1589706248.3300831
1576,4.06,1589706283.4713302
1577,1.01,1589706290.500936
1578,1.1,1589706304.558062
1579,2.37,1589706332.666123
1580,1.01,1589706339.69521
1581,2.56,1589706367.8130748
1582,2.98,1589706395.924747
1583,2.21,1589706417.007436
1584,1.0,1589706431.055496
1585,2.75,1589706452.1326652
1586,7.19,1589706501.364817
1587,1.19,1589706508.3885922
1588,2.89,1589706536.5002198
1589,2.96,1589706564.6100109
1590,8.83,1589706613.796886
1591,4.36,1589706648.927178
1592,2.82,1589706677.024114
1593,7.63,1589706719.188193
1594,6.02,1589706761.3595672
1595,3.34,1589706789.482073
1596,1.48,1589706810.553914
1597,1.01,1589706817.5783832
1598,1.98,1589706838.6611829
1599,2.35,1589706866.767404
1600,5.05,1589706901.903869
1601,1.85,1589706922.9803069
1602,16.8,1589706979.199998
1603,4.19,1589707014.960184
1604,2.84,1589707043.0616581
1605,1.9,1589707064.1471841
1606,1.1,1589707071.1788108
1607,1.08,1589707085.236011
1608,1.15,1589707099.2860491
1609,1.05,1589707106.3148952
1610,7.2,1589707155.510017
1611,4.23,1589707183.624135
1612,5.32,1589707225.782335
1613,2.22,1589707246.8544772
1614,1.09,1589707260.9080331
1615,2.99,1589707289.018965
1616,2.13,1589707310.102674
1617,3.06,1589707338.209505
1618,1.73,1589707359.291435
1619,8.73,1589707408.497362
1620,1.96,1589707429.5626822
1621,1.2,1589707443.614
1622,3.68,1589707471.725085
1623,1.06,1589707486.9668858
1624,4.07,1589707515.068238
1625,5.26,1589707557.222729
1626,1.99,1589707578.294945
1627,2.56,1589707599.383308
1628,1.36,1589707620.4684339
1629,6.62,1589707662.630016
1630,2.94,1589707690.7367182
1631,1.91,1589707711.8214731
1632,4.21,1589707739.920332
1633,2.0,1589707768.019656
1634,3.15,1589707796.131125
1635,8.59,1589707838.290847
1636,1.82,1589707859.368612
1637,3.11,1589707887.4726222
1638,5.65,1589707929.6389172
1639,1.5,1589707943.690676
1640,3.96,1589707978.808782
1641,8.63,1589708030.341536
1642,1.24,1589708037.375843
1643,1.32,1589708051.4362829
1644,2.7,1589708079.543754
1645,3.45,1589708114.675154
1646,4.74,1589708149.8067179
1647,1.32,1589708163.858289
1648,1.15,1589708177.913152
1649,2.21,1589708198.993634
1650,1.0,1589708206.025472
1651,1.03,1589708220.073382
1652,3.06,1589708248.174088
1653,6.84,1589708290.3506439
1654,1.1,1589708304.411731
1655,1.82,1589708325.5022552
1656,2.77,1589708353.614043
1657,2.35,1589708374.6869519
1658,2.41,1589708402.8043468
1659,1.06,1589708409.833799
1660,3.23,1589708437.934193
1661,1.26,1589708451.991037
1662,1.04,1589708466.0493371
1663,2.59,1589708494.283006
1664,1.39,1589708508.341907
1665,4.42,1589708543.477469
1666,1.61,1589708557.534904
1667,3.28,1589708592.664059
1668,1.64,1589708606.714693
1669,16.5,1589708662.921015
1670,32.22,1589708733.192541
1671,2.05,1589708754.265816
1672,1.27,1589708768.312557
1673,6.63,1589708810.470277
1674,1.46,1589708831.556965
1675,1.48,1589708845.610757
1676,9.28,1589708894.796275
1677,3.83,1589708922.91089
1678,1.18,1589708936.9650402
1679,6.4,1589708979.131577
1680,7.38,1589709021.307481
1681,2.31,1589709049.461751
1682,1.02,1589709056.492625
1683,1.84,1589709077.579607
1684,1.62,1589709098.655668
1685,5.15,1589709133.770346
1686,1.57,1589709154.847915
1687,12.08,1589709204.048191
1688,2.36,1589709232.1525602
1689,48.02,1589709302.428617
1690,6.49,1589709344.59724
1691,2.28,1589709372.698186
1692,51.06,1589709442.961142
1693,1.1,1589709457.010259
1694,13.7,1589709513.209006
1695,1.45,1589709527.254682
1696,1.46,1589709541.314404
1697,1.11,1589709555.3746738
1698,1.04,1589709569.425552
1699,1.01,1589709576.450581
1700,2.05,1589709597.538038
1701,2.03,1589709618.737965
1702,1.09,1589709632.797487
1703,3.82,1589709667.926432
1704,1.03,1589709674.955075
1705,13.0,1589709731.170609
1706,14.33,1589709787.373133
1707,3.72,1589709815.478017
1708,1.0,1589709829.5322502
1709,3.57,1589709857.628878
1710,2.22,1589709878.737819
1711,2.75,1589709906.855901
1712,1.24,1589709920.909029
1713,4.24,1589709956.0679822
1714,3.88,1589709991.2050931
1715,1.99,1589710012.281715
1716,1.06,1589710026.3390489
1717,2.25,1589710047.4227982
1718,4.95,1589710082.551494
1719,1.02,1589710096.607048
1720,2.25,1589710117.689739
1721,1.03,1589710131.746353
1722,1.03,1589710131.768189
1723,1.03,1589710138.794328
1724,1.03,1589710145.821645
1725,1.49,1589710159.853921
1726,4.78,1589710194.9914858
1727,3.52,1589710225.142643
1728,1.15,1589710239.261253
1729,2.43,1589710260.345433
1730,1.43,1589710274.39949
1731,5.89,1589710316.549491
1732,10.92,1589710365.727503
1733,1.13,1589710379.78124
1734,44.49,1589710457.085697
1735,1.98,1589710478.166632
1736,1.28,1589710492.2267
1737,1.41,1589710506.2820868
1738,1.0,1589710513.302131
1739,3.1,1589710548.4529998
1740,1.4,1589710562.505475
1741,1.17,1589710576.560519
1742,1.54,1589710590.608604
1743,10.36,1589710639.792802
1744,2.71,1589710667.915052
1745,1.25,1589710681.973375
1746,5.72,1589710724.123751
1747,1.83,1589710738.176693
1748,6.03,1589710780.3365061
1749,1.96,1589710801.4201002
1750,1.21,1589710815.4711301
1751,19.86,1589710878.70432
1752,23.57,1589710941.9446132
1753,5.85,1589710977.078683
1754,17.04,1589711033.292038
1755,429.28,1589711145.7190158
1756,1.29,1589711159.771899
1757,2.14,1589711187.882333
1758,3.31,1589711215.992914
1759,1.34,1589711230.052472
1760,1.0,1589711244.108855
1761,3.67,1589711272.216512
1762,836.96,1589711391.6729758
1763,2.06,1589711419.7736719
1764,1.43,1589711433.8363252
1765,1.98,1589711454.9369888
1766,1.76,1589711476.0170822
1767,1.63,1589711490.0720692
1768,1.06,1589711504.120026
1769,1.33,1589711518.16826
1770,9.27,1589711567.34763
1771,3.36,1589711595.522363
1772,2.73,1589711623.6346638
1773,1.33,1589711637.689665
1774,1.12,1589711651.7454212
1775,1.66,1589711672.8306189
1776,2.52,1589711693.9204822
1777,3.03,1589711722.0137
1778,1.17,1589711736.073428
1779,1.55,1589711757.162164
1780,1.0,1589711764.1934552
1781,92.49,1589711848.5159628
1782,2.47,1589711876.618486
1783,36.86,1589711946.900602
1784,1.25,1589711960.9578948
1785,1.8,1589711982.034913
1786,4.05,1589712017.199353
1787,17.58,1589712073.4090738
1788,1.77,1589712094.4933388
1789,1.97,1589712115.581881
1790,7.1,1589712157.737776
1791,1.13,1589712171.78986
1792,1.19,1589712178.818295
1793,1.38,1589712195.705035
1794,1.34,1589712209.7613702
1795,5.17,1589712251.932719
1796,3.29,1589712280.050806
1797,1.12,1589712294.098776
1798,165.95,1589712385.462254
1799,1.83,1589712406.549763
1800,1.12,1589712420.606343
1801,1.01,1589712427.63468
1802,10.19,1589712476.824032
1803,3.57,1589712511.980649
1804,1.1,1589712526.047483
1805,2.92,1589712554.15586
1806,1.22,1589712568.216672
1807,1.54,1589712582.264148
1808,1.19,1589712596.318794
1809,3.52,1589712624.419361
1810,2.63,1589712652.526454
1811,1.07,1589712666.5846558
1812,1.21,1589712680.636493
1813,5.66,1589712715.758401
1814,3.14,1589712743.864903
1815,2.35,1589712771.971411
1816,2.25,1589712793.054921
1817,1.5,1589712814.139214
1818,2.9,1589712842.3083148
1819,2.81,1589712863.3951628
1820,1.47,1589712884.482433
1821,2.49,1589712905.5617878
1822,41.74,1589712982.8736908
1823,3.25,1589713010.9847198
1824,1.17,1589713025.045611
1825,2.75,1589713053.1520069
1826,3.45,1589713081.263146
1827,8.61,1589713130.457744
1828,30.07,1589713193.7086358
1829,1.4,1589713207.765148
1830,2.19,1589713235.8725388
1831,1.25,1589713249.9202719
1832,3.6,1589713278.031369
1833,8.38,1589713327.2303941
1834,534.22,1589713439.684851
1835,1.76,1589713460.773066
1836,1.28,1589713474.826499
1837,1.33,1589713488.886185
1838,2.21,1589713509.9640892
1839,17.2,1589713573.220588
1840,8.65,1589713615.377056
1841,1.2,1589713629.436161
1842,2.48,1589713657.537215
1843,1.43,1589713671.592354
1844,1.12,1589713685.639157
1845,1.01,1589713692.6627789
1846,2.95,1589713720.769759
1847,1.46,1589713741.850206
1848,1.32,1589713755.89458
1849,2.31,1589713776.977313
1850,21.56,1589713840.239299
1851,2.0,1589713861.3239648
1852,1.02,1589713875.388654
1853,1.57,1589713889.4418392
1854,1.0,1589713903.4947531
1855,2.5,1589713924.577417
1856,1.0,1589713938.633255
1857,2.48,1589713959.728939
1858,1.36,1589713973.790287
1859,1.34,1589713994.877038
1860,3.52,1589714022.982532
1861,1.83,1589714044.066537
1862,2.23,1589714065.143444
1863,2.13,1589714086.227206
1864,2.81,1589714114.3404548
1865,6.86,1589714156.5284312
1866,3.69,1589714191.658952
1867,1.46,1589714205.713506
1868,2.24,1589714233.834344
1869,9.04,1589714275.985848
1870,1.47,1589714297.065186
1871,119.94,1589714388.423676
1872,3.41,1589714416.531322
1873,1.24,1589714430.589133
1874,4.78,1589714465.7254982
1875,5.96,1589714507.874466
1876,2.43,1589714528.9471622
1877,14.95,1589714585.156167
1878,12.97,1589714641.37759
1879,1.55,1589714655.424869
1880,1.69,1589714676.4977942
1881,4.27,1589714711.6414568
1882,142.08,1589714803.008039
1883,4.9,1589714838.1532512
1884,1.53,1589714859.231329
1885,4.83,1589714894.3666182
1886,1.08,1589714908.414444
1887,8.01,1589714946.46363
1888,1.83,1589714967.5457711
1889,3.33,1589715002.677257
1890,2.46,1589715023.754814
1891,2.11,1589715051.873821
1892,3.16,1589715079.9830232
